id,band,year,site,country,elevation,species,sp,clade,color,sex,mass,wing.area,AR,wingload.gcm,total_vel,hor_acel,hor_decel,pitch_up,pitch_down,yaw,arc_radius,arc_avg_vel,arc_force,PRT_degrees,PRT_time,pPRT,ss.V,ss.HA,ss.HD,ss.PU,ss.PD,ss.Y,ss.ARC,ss.PRT
PHAST014,A33461,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,3.3,758.519,8.181,0.435058318,1.410323217,4.02190448,-4.119415413,0.965564836,-1.025650551,1.648378413,0.241791523,0.954652801,5.369258909,104.6955021,0.445111111,0.625,527,427,485,33,109,104,27,45
PHAST015,A33468,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.9,1009.672,7.1425,0.287221989,2.002497165,5.627458416,-5.470090803,1.101737022,-1.003942995,1.85078789,0.264188177,1.132104443,6.318799458,148.1808311,0.431298701,0.270175439,1046,885,847,37,173,168,208,77
PHAST016,A33469,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,3,914.506,7.3435,0.328045961,1.654393907,3.737859455,-3.618217582,1.157426472,-0.971007573,1.562612227,0.271344652,1.075155015,5.373092365,94.80968889,0.458692308,0.286343612,709,504,558,8,39,97,162,65
PHAST017,A33473,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,NA,896.958,7.314,NA,1.825389853,4.231919963,-4.877815303,0.997978326,-1.041481323,1.897287395,0.471664406,1.265825102,4.476658703,91.04127241,0.436960784,0.80952381,316,190,166,34,65,53,12,51
PHAST018,NA,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.8,924.193,8.4485,0.302967021,1.569022038,4.880811782,-5.47529895,0.995950394,-1.049700151,1.799994936,0.669838311,1.530312257,4.315388524,112.156105,0.480955882,0.944444444,278,238,238,169,557,351,4,68
PHAST019,NA,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.9,1001.58,7.4435,0.289542523,1.460693422,4.435528988,-3.924483395,0.987939901,-1.003117336,1.673179783,0.296486066,1.03610827,4.528918819,121.0548036,0.439795918,0.644736842,611,302,407,81,130,272,27,49
PHAST020,NA,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,3.1,987.6825,7.956,0.313866045,1.60742923,5.307538488,-5.62491696,1.00562083,-1.05267048,1.832995381,0.402020995,1.189748866,3.928976799,91.83199379,0.418261649,0.933110368,823,718,702,192,787,232,20,279
PHAST021,NA,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.6,999.8775,7.711,0.260031854,1.548744007,3.656050943,-3.70590655,1.108165205,-0.863039445,1.3990255,0.406540013,1.183860821,4.266916171,70.84714701,0.431486486,0.196808511,927,866,941,14,75,143,151,37
SELFL001,A33480,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,M,2.3,1037.8715,7.8045,0.221607396,1.437483779,4.650925225,-5.846761396,1.333766512,-0.925088342,1.71423844,0.543002777,1.320450909,3.312025979,93.69785907,0.50375,0.8,165,138,132,452,503,405,4,16
SELFL002,A33478,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,M,2.6,932.8085,9.069,0.278728163,1.444758887,3.459886652,-3.704993446,1.030308072,-0.897229355,1.699154708,0.398693886,1.137052144,3.654304225,94.20537354,0.486132075,0.430894309,523,502,566,47,82,238,70,53
SELFL003,A33481,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,F,2.9,913.397,8.4395,0.317496116,1.977507966,4.070314119,-4.480789614,1.035249721,-0.998340489,1.663616651,0.340092607,1.267605842,6.449331874,108.9547896,0.355,0.0625,275,168,156,19,45,42,45,3
SELFL004,A33486,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,F,3.1,978.195,7.7135,0.316910228,1.388003932,3.85266962,-3.928189305,1.11121888,-0.970100653,1.640308848,0.322588984,1.075820781,4.209238646,119.8809742,0.490961538,0.619047619,151,127,144,76,143,71,16,26
SELFL005,A33487,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,F,2.6,1070.545,8.0775,0.242866951,1.826412696,4.764691801,-5.2633652,1.077751055,-1.085095383,1.735262278,0.621620437,1.608759222,4.676924506,55.43017296,0.383583333,0.634920635,678,561,586,227,392,449,69,120
SELFL006,A33488,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,F,2.5,1351.15,7.2685,0.185027569,1.709063623,4.870703236,-5.301593326,1.1658553,-0.884280998,1.58475856,0.650067418,1.676205217,5.049453989,58.783977,0.495820896,0.638095238,323,277,266,157,301,159,38,67
SELFL007,A33489,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,F,2.8,1049.4155,7.812,0.266815194,1.357561808,3.704637569,-3.725569877,1.032632657,-0.988572231,1.70481219,0.482495645,1.270044639,3.620455333,130.7827002,0.483211009,0.825757576,577,261,362,139,313,158,23,109
SELFL008,A33490,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,F,2.6,924.7805,7.3155,0.281147797,1.476069706,2.899261121,-3.140888614,0.947320675,-0.827267044,1.545688135,0.40186649,1.156668753,3.845006715,113.0914365,0.545972222,0.391304348,359,301,342,45,95,88,56,36
SELFL009,NA,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,M,2.8,1008.4425,7.5135,0.27765589,1.624954892,3.009206394,-3.508633401,0.888156655,-0.788335499,1.294537518,0.502069513,1.278654691,3.582187457,86.6591345,0.54009434,0.460869565,537,305,300,34,153,108,62,53
SELFL010,NA,2012,Cerro,Costa Rica,3100,Selasphorus.flammula,SELFL,BEE,#CC00CC,M,2.6,806.1645,8.036,0.322514822,1.362303766,3.210331392,-3.955536792,1.007899441,-0.815623208,1.670479067,0.480260569,1.260666648,3.965730674,59.80924,0.443076923,0.619047619,126,80,96,157,193,257,8,13
THACO001,A33453,2012,LaSelva,Costa Rica,60,Thalurania.colombica,THACO,EMERALD,#698A69,M,4.3,1600.169,7.625,0.268721616,2.384114419,6.065239145,-7.240610632,1.63524717,-1.326544641,2.104737182,0.850245767,2.093684092,5.689485482,80.58402263,0.433571429,0.608695652,376,279,293,276,353,230,27,42
THACO002,CR1752,2012,LaSelva,Costa Rica,60,Thalurania.colombica,THACO,EMERALD,#698A69,M,4.5,1711.8355,8.266,0.262875726,1.563936873,4.863593711,-5.324967598,1.145602752,-1.070086036,1.920802034,0.451398943,1.361006106,5.452808142,106.3518345,0.405,0.673913043,395,281,299,146,272,168,30,62
THACO003,CR1719,2012,LaSelva,Costa Rica,60,Thalurania.colombica,THACO,EMERALD,#698A69,M,5.2,1542.0995,7.88,0.337202625,1.848111294,4.202309234,-4.73050553,1.305194507,-1.139759072,1.854467059,0.463082426,1.440050333,5.251935469,98.53728464,0.393351064,0.583850932,714,467,428,91,233,60,134,188
THACO004,A33464,2012,LaSelva,Costa Rica,60,Thalurania.colombica,THACO,EMERALD,#698A69,M,4,1587.068,7.951,0.25203709,1.499536777,4.135582578,-4.714126145,1.313916565,-0.990526156,1.871189171,0.44137191,1.277196323,4.327825713,111.6233487,0.527714286,0.752688172,280,185,148,260,303,173,23,70
THAFU001,A33203,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.46,1586.3765,8.6185,0.281143852,1.678259909,3.230964793,-3.662959559,0.994749053,-0.906977938,1.552784634,0.552972086,1.373402897,3.671320846,63.95531407,0.420952381,0.875,335,325,374,65,102,69,12,84
THAFU002,A33204,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.59,1622.303,7.6235,0.282931117,1.556165729,4.866950743,-5.476952841,1.229361287,-1.178785016,1.967202398,0.890365653,1.924096295,4.202973113,37.05218905,0.434230769,0.764705882,110,66,62,106,190,172,4,13
THAFU003,A33211,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.77,1513.554,7.833,0.315152284,1.513233722,3.993528882,-4.767776346,1.106223769,-1.046943101,1.729623407,0.233371739,1.205187016,6.223871618,81.41402922,0.475,0.75,18,9,12,35,41,67,1,3
THAFU004,A33212,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.8,1636.307,7.7855,0.293343486,1.428831935,3.392458447,-3.842660051,1.15839741,-1.016499223,1.816123528,0.371420323,1.150305555,3.906343185,108.8497791,0.561678832,0.938356164,546,541,552,252,358,425,9,137
THAFU005,A33222,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.56,1825.3835,7.749,0.249810519,1.467764746,4.253833683,-5.007133881,1.231598038,-1.145317546,2.043059349,0.586931675,1.616160779,4.747851963,1.759420553,0.5275,0.5,17,14,16,38,50,28,2,2
THAFU006,A33223,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.95,1939.168,8.035,0.255264113,1.358407808,2.944466251,-3.387321069,1.088291263,-0.905382581,2.081049885,0.285936344,0.960187896,3.441192687,58.00557172,0.55352459,0.898550725,336,328,261,149,216,102,7,62
THAFU007,A33224,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.8,1710.019,7.6895,0.280698636,1.705320338,4.176055029,-4.531792874,1.136591985,-1.149434909,2.004185012,0.454984645,1.278047443,4.02399211,69.6058581,0.4125,0.738461538,243,231,257,45,83,53,17,48
THAFU008,A33214,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.42,1527.453,8.032,0.289370606,1.057076239,2.824178498,-3.322407696,0.824445917,-0.740124478,1.259075697,NA,NA,NA,66.16518124,0.683333333,1,115,109,89,200,236,185,0,12
THAFU009,A33215,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,5.23,1802.29,8.2245,0.290186374,1.308697595,3.404252903,-4.145428965,1.127632344,-1.017924947,1.881234418,NA,NA,NA,89.62173154,0.476764706,1,89,88,111,149,198,267,0,17
THAFU010,NA,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.67,1724.0545,7.747,0.270873108,1.58998728,4.080405725,-4.492879043,1.237135511,-1.026206733,1.702476417,0.399497506,1.287117101,4.402697077,93.53268036,0.436764706,0.894736842,94,78,89,31,53,20,4,34
THAFU011,A33220,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.89,1780.564,7.4285,0.274632083,1.510101657,4.848257199,-4.644042692,1.173408937,-0.977237051,2.020126869,NA,NA,NA,170.9183397,0.63125,1,27,14,19,17,22,18,0,4
THAFU012,A33245,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.6,2141.871,8.03,0.214765502,1.376240424,3.580771711,-3.880879102,1.143452369,-0.835491303,1.752965795,0.239421085,0.954494515,3.857251624,35.03071173,0.552352941,0.85,67,66,63,46,55,50,3,17
THAFU013,A33244,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,NA,1721.996,7.661,NA,1.693813862,7.273353817,-7.293732861,1.144458119,-1.11587839,1.912425435,0.569616155,1.404920355,3.465142598,152.3591523,0.351203704,0.981818182,462,382,206,53,140,100,1,54
THAFU014,A33250,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.98,1937.611,7.4,0.257017533,2.105939933,5.169910967,-5.994047534,1.333117173,-1.158737425,1.971230041,0.683745656,1.491200498,3.300072885,72.12945196,0.423640351,0.88372093,372,311,369,44,158,63,15,114
THAFU015,A33251,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.7,1882.9875,7.986,0.249603356,2.111322166,5.92622334,-5.880912585,1.329160653,-1.187542567,1.962427968,0.440070993,1.478427233,6.83628848,113.6465656,0.3657,0.806451613,253,219,195,31,74,38,12,50
THAFU016,A33253,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,5.13,2001.0495,8.432,0.256365472,1.888942706,4.666159945,-5.026661854,1.192284365,-1.174591685,1.960701758,0.478414412,1.031311444,2.230191633,79.78360186,0.393098592,0.972972973,452,296,319,83,182,84,2,72
THAFU017,A33252,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,5.12,1764.99,7.743,0.290086629,1.641839951,5.552399159,-6.036391428,1.223691282,-1.149070021,1.847121763,0.289200995,0.958098562,3.174099916,140.6850896,0.421314815,0.996309963,870,868,997,82,343,145,1,270
THAFU018,NA,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.2,1849.0275,7.6015,0.227146432,2.16923386,5.140925251,-5.622472751,1.323079105,-1.287208854,1.894581911,0.29297119,1.244136127,6.197568473,116.0042531,0.3935,0.689655172,352,133,98,28,46,21,9,20
THAFU019,NA,2010,Cicra,Peru,280,Thalurania.furcata,THAFU,EMERALD,#698A69,M,4.28,1767.852,7.359,0.242101714,1.657498834,3.838359775,-4.08439762,1.108453111,-1.003722779,1.736557895,0.45525897,1.417059415,4.6350186,94.92490761,0.439615385,0.619047619,192,163,198,85,90,81,8,13
THELE001,NA,2010,Cicra,Peru,280,Threnetes.leucurus,THELE,HERMIT,#FF0000,U,4.92,2446.6355,7.5775,0.20109248,1.380097696,4.219403761,-4.904081882,1.018907688,-1.000494919,1.721272969,0.74617342,1.59405797,3.405402476,66.46186985,0.53,0.888888889,67,36,42,114,130,112,1,8
THRRU001,A33423,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,5.7,NA,NA,NA,1.89450278,4.729378068,-4.916453244,1.177815016,-0.962443052,1.878978946,0.454582737,1.300254034,4.387457193,133.5267556,0.412884615,0.356164384,446,368,444,30,109,54,94,52
THRRU002,A33422,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,6,NA,NA,NA,1.686836934,4.17974234,-4.001030001,0.833161362,-0.87477464,1.441305997,0.223798238,0.967020898,5.355833374,131.211224,0.425731707,0.14137931,658,632,634,17,40,81,249,41
THRRU003,A33433,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,6.5,2112.5675,6.8635,0.307682476,1.406310798,3.721733388,-3.928780258,1.021264795,-0.899832799,1.585684897,0.363612627,1.082592362,4.114087177,115.6671857,0.531495468,0.871052632,702,692,714,61,223,268,49,331
THRRU004,A33434,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,6.7,1854.2255,6.7835,0.361336849,1.951917165,3.796460798,-4.92152349,0.75812042,-0.81614665,1.527187998,0.662540492,1.667394361,4.910746642,119.7893873,0.427906977,0.419512195,443,360,408,8,50,56,119,86
THRRU005,A33455,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,8.1,2080.8245,7.2025,0.389268773,1.401955896,3.840415433,-4.470498213,1.190209445,-1.037151927,1.708161628,0.443710356,1.212117676,3.846794862,100.0838156,0.452692308,0.738636364,194,170,173,23,68,36,23,65
THRRU006,CR1693,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,7.7,1965.884,7.559,0.3916813,1.624513314,4.202214245,-4.814836709,1.072494443,-0.971643852,1.693103925,0.390210609,1.16132483,3.933246158,115.9619084,0.457160494,0.757009346,245,205,236,24,98,53,26,81
THRRU007,A33458,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,6.5,1617.941,6.85,0.401745181,1.6571693,3.389170313,-4.20254539,1.032192183,-0.93408599,1.527682678,0.453297398,1.321328958,4.258434995,95.72117716,0.430337079,0.481081081,417,358,391,11,64,34,96,89
THRRU008,CR1697,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,6,1498.274,8.299,0.400460797,1.803973918,5.152173072,-5.54901002,1.199812569,-1.080137026,1.762321245,0.405106763,1.24520301,4.726381241,113.2468716,0.445232558,0.641791045,266,232,242,56,169,77,48,86
THRRU009,CR1695,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,6.1,1762.155,6.6595,0.346167051,1.415049557,3.36348423,-3.657964457,1.000944274,-0.918386466,1.474087823,0.39420428,1.133209576,3.993813278,104.1627078,0.493819444,0.721804511,927,826,888,43,179,197,111,288
THRRU010,A33465,2012,LaSelva,Costa Rica,60,Threnetes.ruckeri,THRRU,HERMIT,#FF0000,U,6.2,2236.595,6.649,0.277207094,2.068750523,4.821755687,-5.319564721,1.161651654,-0.97616281,1.513103802,0.450236465,1.317435683,4.495826108,96.69707846,0.503440367,0.721854305,381,234,216,81,232,71,42,109
