birdID,treatmentID,bird.treatment.block,left.grating.orientation,L.grating.period,R.grating.period,side.small.period,replicate,to.from.feeder,avg.y.position,avg.x.velocity
198,1_9.2_1_1.15_0_0,198_1_9.2_1_1.15_0_0,ver,18.4,2.3,R,5,from,0.088322062,1.661370734
199,1_9.2_1_1.15_0_0,199_1_9.2_1_1.15_0_0,ver,18.4,2.3,R,5,from,0.08645667,1.407976008
201,1_9.2_1_1.15_0_0,201_1_9.2_1_1.15_0_0,ver,18.4,2.3,R,5,from,0.01617218,1.453341464
195,0_1.15_0_9.2_0_0,195_0_1.15_0_9.2_0_0,hor,2.3,18.4,L,5,to,-0.11238455,1.984872672
196,0_1.15_0_9.2_0_0,196_0_1.15_0_9.2_0_0,hor,2.3,18.4,L,5,to,-0.034565668,1.264733854
197,0_1.15_0_9.2_0_0,197_0_1.15_0_9.2_0_0,hor,2.3,18.4,L,5,to,-0.04285992,1.938297321
198,0_1.15_0_9.2_0_0,198_0_1.15_0_9.2_0_0,hor,2.3,18.4,L,5,to,-0.118973609,2.048890956
199,0_1.15_0_9.2_0_0,199_0_1.15_0_9.2_0_0,hor,2.3,18.4,L,5,to,-0.04096906,1.935634277
201,0_1.15_0_9.2_0_0,201_0_1.15_0_9.2_0_0,hor,2.3,18.4,L,5,to,-0.085428542,1.847045814
195,0_9.2_0_1.15_0_0,195_0_9.2_0_1.15_0_0,hor,18.4,2.3,R,5,to,-0.05777295,2.292835414
196,0_9.2_0_1.15_0_0,196_0_9.2_0_1.15_0_0,hor,18.4,2.3,R,5,to,0.094017722,1.455931159
197,0_9.2_0_1.15_0_0,197_0_9.2_0_1.15_0_0,hor,18.4,2.3,R,5,to,0.079288512,2.024652582
198,0_9.2_0_1.15_0_0,198_0_9.2_0_1.15_0_0,hor,18.4,2.3,R,5,to,0.032483759,1.742817013
199,0_9.2_0_1.15_0_0,199_0_9.2_0_1.15_0_0,hor,18.4,2.3,R,5,to,0.054647044,1.625485805
201,0_9.2_0_1.15_0_0,201_0_9.2_0_1.15_0_0,hor,18.4,2.3,R,5,to,0.037405218,1.730836371
195,1_1.15_1_9.2_0_0,195_1_1.15_1_9.2_0_0,ver,2.3,18.4,L,5,to,-0.123416774,2.602601198
196,1_1.15_1_9.2_0_0,196_1_1.15_1_9.2_0_0,ver,2.3,18.4,L,5,to,0.071089197,1.484497327
197,1_1.15_1_9.2_0_0,197_1_1.15_1_9.2_0_0,ver,2.3,18.4,L,5,to,0.031156206,1.359999929
198,1_1.15_1_9.2_0_0,198_1_1.15_1_9.2_0_0,ver,2.3,18.4,L,5,to,0.056791074,1.650986014
199,1_1.15_1_9.2_0_0,199_1_1.15_1_9.2_0_0,ver,2.3,18.4,L,5,to,0.044129925,1.557652518
201,1_1.15_1_9.2_0_0,201_1_1.15_1_9.2_0_0,ver,2.3,18.4,L,5,to,0.04338258,1.567987157
195,1_9.2_1_1.15_0_0,195_1_9.2_1_1.15_0_0,ver,18.4,2.3,R,5,to,0.046630996,1.759809872
196,1_9.2_1_1.15_0_0,196_1_9.2_1_1.15_0_0,ver,18.4,2.3,R,5,to,0.01652203,1.94879331
197,1_9.2_1_1.15_0_0,197_1_9.2_1_1.15_0_0,ver,18.4,2.3,R,5,to,0.051074202,1.670245182
198,1_9.2_1_1.15_0_0,198_1_9.2_1_1.15_0_0,ver,18.4,2.3,R,5,to,-0.037275389,1.899209549
199,1_9.2_1_1.15_0_0,199_1_9.2_1_1.15_0_0,ver,18.4,2.3,R,5,to,-0.028983909,1.323070968
201,1_9.2_1_1.15_0_0,201_1_9.2_1_1.15_0_0,ver,18.4,2.3,R,5,to,-0.109383977,1.545177285
