bird,trialID,videoID,performance.metric,solo.competition,treatment,no.maneuvers,avg.performance,wing.length,wing.area,aspect.ratio,body.mass,mass.lifted,trial.day.of.year,capture.day.of.year,days.after
gas_14,gas_14_solo_nit,94017,arc_rad,solo,nit,87,0.172612834,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_15,gas_15_comp_air,151007,arc_rad,comp,air,59,0.561558594,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_comp_hel,154017,arc_rad,comp,hel,29,0.540706344,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_comp_nit,162119,arc_rad,comp,nit,50,0.440491406,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_15,gas_15_solo_air,105650,arc_rad,solo,air,33,0.485987534,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_solo_hel,132922,arc_rad,solo,hel,18,0.588864112,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_solo_nit,140658,arc_rad,solo,nit,20,0.515063476,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_16,gas_16_comp_air,151007,arc_rad,comp,air,52,0.305818197,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_comp_hel,171657,arc_rad,comp,hel,179,0.231383663,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_comp_nit,114839,arc_rad,comp,nit,121,0.206882788,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_16,gas_16_solo_air,130557,arc_rad,solo,air,78,0.351484568,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_solo_hel,150949,arc_rad,solo,hel,75,0.282329651,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_solo_nit,140234,arc_rad,solo,nit,170,0.374296298,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_09,gas_09_comp_air,163920,arc_vel,comp,air,26,1.257519238,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_comp_hel,111200,arc_vel,comp,hel,112,1.095162263,51.623,1495.753,7.127,4.5,7.22,59,24,35
gas_09,gas_09_comp_nit,165423,arc_vel,comp,nit,201,0.931706209,51.623,1495.753,7.127,4.5,7.22,54,24,30
gas_09,gas_09_solo_air,143321,arc_vel,solo,air,16,1.376981719,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_solo_hel,101810,arc_vel,solo,hel,32,1.007237491,51.623,1495.753,7.127,4.5,7.22,55,24,31
gas_09,gas_09_solo_nit,120052,arc_vel,solo,nit,25,1.404256515,51.623,1495.753,7.127,4.5,7.22,52,24,28
gas_10,gas_10_comp_air,163920,arc_vel,comp,air,84,0.893695286,52.871,1428.777,7.833,4.37,4.88,51,-20,71
gas_10,gas_10_comp_hel,122813,arc_vel,comp,hel,15,0.950571441,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_comp_nit,125257,arc_vel,comp,nit,58,1.041043442,52.871,1428.777,7.833,4.37,4.88,60,-20,80
gas_10,gas_10_solo_air,150149,arc_vel,solo,air,69,0.801541507,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_solo_hel,175929,arc_vel,solo,hel,58,1.100272209,52.871,1428.777,7.833,4.37,4.88,52,-20,72
gas_10,gas_10_solo_nit,95516,arc_vel,solo,nit,25,1.116643801,52.871,1428.777,7.833,4.37,4.88,57,-20,77
gas_11,gas_11_comp_air,94818,arc_vel,comp,air,303,1.052800942,55.445,1620.07,7.593,4.62,5.66,61,51,10
gas_11,gas_11_comp_hel,122813,arc_vel,comp,hel,78,0.853469179,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_comp_nit,165423,arc_vel,comp,nit,919,0.871934176,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_11,gas_11_solo_air,102128,arc_vel,solo,air,411,1.160044502,55.445,1620.07,7.593,4.62,5.66,58,51,7
gas_11,gas_11_solo_hel,101822,arc_vel,solo,hel,214,0.816389659,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_solo_nit,144922,arc_vel,solo,nit,489,0.92593646,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_12,gas_12_comp_air,94818,arc_vel,comp,air,110,0.792007846,54.228,1653.012,7.13,4.63,5.66,61,58,3
gas_12,gas_12_comp_hel,111200,arc_vel,comp,hel,51,0.995842913,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_comp_nit,125257,arc_vel,comp,nit,41,0.832107322,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_air,153221,arc_vel,solo,air,66,0.817989239,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_hel,90835,arc_vel,solo,hel,23,1.174659496,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_solo_nit,103554,arc_vel,solo,nit,99,1.014122354,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_13,gas_13_comp_air,152808,arc_vel,comp,air,42,1.056342245,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_comp_hel,171657,arc_vel,comp,hel,38,1.048228626,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_comp_nit,162119,arc_vel,comp,nit,49,1.189253736,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_13,gas_13_solo_air,105234,arc_vel,solo,air,26,1.03338152,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_solo_hel,111302,arc_vel,solo,hel,19,1.145826015,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_solo_nit,102148,arc_vel,solo,nit,5,1.11314315,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_14,gas_14_comp_air,152808,arc_vel,comp,air,219,1.05883785,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_comp_hel,154017,arc_vel,comp,hel,47,1.174084349,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_comp_nit,114839,arc_vel,comp,nit,87,1.173175084,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_14,gas_14_solo_air,131718,arc_vel,solo,air,193,0.982468828,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_solo_hel,105012,arc_vel,solo,hel,17,1.107945576,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_solo_nit,94017,arc_vel,solo,nit,87,0.941215031,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_15,gas_15_comp_air,151007,arc_vel,comp,air,59,1.463882867,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_comp_hel,154017,arc_vel,comp,hel,29,1.415650813,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_comp_nit,162119,arc_vel,comp,nit,50,1.155485072,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_15,gas_15_solo_air,105650,arc_vel,solo,air,33,1.451923295,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_solo_hel,132922,arc_vel,solo,hel,18,1.538499987,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_solo_nit,140658,arc_vel,solo,nit,20,1.204073185,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_16,gas_16_comp_air,151007,arc_vel,comp,air,52,1.094259362,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_comp_hel,171657,arc_vel,comp,hel,179,0.91752926,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_comp_nit,114839,arc_vel,comp,nit,121,0.962963355,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_16,gas_16_solo_air,130557,arc_vel,solo,air,78,1.135060792,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_solo_hel,150949,arc_vel,solo,hel,75,0.983829488,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_solo_nit,140234,arc_vel,solo,nit,170,1.188622139,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_09,gas_09_comp_air,163920,arc_cent_accel,comp,air,26,3.136821019,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_comp_hel,111200,arc_cent_accel,comp,hel,112,3.925272989,51.623,1495.753,7.127,4.5,7.22,59,24,35
gas_09,gas_09_comp_nit,165423,arc_cent_accel,comp,nit,201,5.41295706,51.623,1495.753,7.127,4.5,7.22,54,24,30
gas_09,gas_09_solo_air,143321,arc_cent_accel,solo,air,16,3.711139895,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_solo_hel,101810,arc_cent_accel,solo,hel,32,4.698933305,51.623,1495.753,7.127,4.5,7.22,55,24,31
gas_09,gas_09_solo_nit,120052,arc_cent_accel,solo,nit,25,3.830456,51.623,1495.753,7.127,4.5,7.22,52,24,28
gas_10,gas_10_comp_air,163920,arc_cent_accel,comp,air,84,4.463385606,52.871,1428.777,7.833,4.37,4.88,51,-20,71
gas_10,gas_10_comp_hel,122813,arc_cent_accel,comp,hel,15,4.187747414,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_comp_nit,125257,arc_cent_accel,comp,nit,58,3.918269871,52.871,1428.777,7.833,4.37,4.88,60,-20,80
gas_10,gas_10_solo_air,150149,arc_cent_accel,solo,air,69,3.845517379,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_solo_hel,175929,arc_cent_accel,solo,hel,58,3.413217042,52.871,1428.777,7.833,4.37,4.88,52,-20,72
gas_10,gas_10_solo_nit,95516,arc_cent_accel,solo,nit,25,3.92953274,52.871,1428.777,7.833,4.37,4.88,57,-20,77
gas_11,gas_11_comp_air,94818,arc_cent_accel,comp,air,303,5.436228949,55.445,1620.07,7.593,4.62,5.66,61,51,10
gas_11,gas_11_comp_hel,122813,arc_cent_accel,comp,hel,78,4.636206346,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_comp_nit,165423,arc_cent_accel,comp,nit,919,6.42508117,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_11,gas_11_solo_air,102128,arc_cent_accel,solo,air,411,4.618197834,55.445,1620.07,7.593,4.62,5.66,58,51,7
gas_11,gas_11_solo_hel,101822,arc_cent_accel,solo,hel,214,5.66727807,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_solo_nit,144922,arc_cent_accel,solo,nit,489,7.068278808,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_12,gas_12_comp_air,94818,arc_cent_accel,comp,air,110,5.450586806,54.228,1653.012,7.13,4.63,5.66,61,58,3
gas_12,gas_12_comp_hel,111200,arc_cent_accel,comp,hel,51,2.734201939,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_comp_nit,125257,arc_cent_accel,comp,nit,41,4.492915008,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_air,153221,arc_cent_accel,solo,air,66,5.156672631,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_hel,90835,arc_cent_accel,solo,hel,23,3.157937325,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_solo_nit,103554,arc_cent_accel,solo,nit,99,3.402535122,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_13,gas_13_comp_air,152808,arc_cent_accel,comp,air,42,3.759558671,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_comp_hel,171657,arc_cent_accel,comp,hel,38,2.906788874,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_comp_nit,162119,arc_cent_accel,comp,nit,49,3.577257487,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_13,gas_13_solo_air,105234,arc_cent_accel,solo,air,26,3.104524345,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_solo_hel,111302,arc_cent_accel,solo,hel,19,3.408706495,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_solo_nit,102148,arc_cent_accel,solo,nit,5,3.230376281,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_14,gas_14_comp_air,152808,arc_cent_accel,comp,air,219,3.950277598,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_comp_hel,154017,arc_cent_accel,comp,hel,47,4.061399321,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_comp_nit,114839,arc_cent_accel,comp,nit,87,4.849823557,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_14,gas_14_solo_air,131718,arc_cent_accel,solo,air,193,4.099347685,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_solo_hel,105012,arc_cent_accel,solo,hel,17,4.008208893,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_solo_nit,94017,arc_cent_accel,solo,nit,87,6.313315537,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_15,gas_15_comp_air,151007,arc_cent_accel,comp,air,59,4.230113281,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_comp_hel,154017,arc_cent_accel,comp,hel,29,4.063203882,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_comp_nit,162119,arc_cent_accel,comp,nit,50,3.249838548,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_15,gas_15_solo_air,105650,arc_cent_accel,solo,air,33,4.915337204,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_solo_hel,132922,arc_cent_accel,solo,hel,18,4.469622906,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_solo_nit,140658,arc_cent_accel,solo,nit,20,2.974222389,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_16,gas_16_comp_air,151007,arc_cent_accel,comp,air,52,4.779339692,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_comp_hel,171657,arc_cent_accel,comp,hel,179,4.315107631,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_comp_nit,114839,arc_cent_accel,comp,nit,121,5.712178458,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_16,gas_16_solo_air,130557,arc_cent_accel,solo,air,78,4.606034551,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_solo_hel,150949,arc_cent_accel,solo,hel,75,4.127776094,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_solo_nit,140234,arc_cent_accel,solo,nit,170,4.521015838,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_09,gas_09_comp_air,163920,PRT_percent,comp,air,NA,81.29496403,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_comp_hel,111200,PRT_percent,comp,hel,NA,49.32126697,51.623,1495.753,7.127,4.5,7.22,59,24,35
gas_09,gas_09_comp_nit,165423,PRT_percent,comp,nit,NA,38.7195122,51.623,1495.753,7.127,4.5,7.22,54,24,30
gas_09,gas_09_solo_air,143321,PRT_percent,solo,air,NA,92.59259259,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_solo_hel,101810,PRT_percent,solo,hel,NA,51.51515152,51.623,1495.753,7.127,4.5,7.22,55,24,31
gas_09,gas_09_solo_nit,120052,PRT_percent,solo,nit,NA,65.27777778,51.623,1495.753,7.127,4.5,7.22,52,24,28
gas_10,gas_10_comp_air,163920,PRT_percent,comp,air,NA,30.5785124,52.871,1428.777,7.833,4.37,4.88,51,-20,71
gas_10,gas_10_comp_hel,122813,PRT_percent,comp,hel,NA,53.125,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_comp_nit,125257,PRT_percent,comp,nit,NA,43.1372549,52.871,1428.777,7.833,4.37,4.88,60,-20,80
gas_10,gas_10_solo_air,150149,PRT_percent,solo,air,NA,47.32824427,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_solo_hel,175929,PRT_percent,solo,hel,NA,58.57142857,52.871,1428.777,7.833,4.37,4.88,52,-20,72
gas_10,gas_10_solo_nit,95516,PRT_percent,solo,nit,NA,60.31746032,52.871,1428.777,7.833,4.37,4.88,57,-20,77
gas_11,gas_11_comp_air,94818,PRT_percent,comp,air,NA,54.97771174,55.445,1620.07,7.593,4.62,5.66,61,51,10
gas_11,gas_11_comp_hel,122813,PRT_percent,comp,hel,NA,71.21771218,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_comp_nit,165423,PRT_percent,comp,nit,NA,32.12703102,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_11,gas_11_solo_air,102128,PRT_percent,solo,air,NA,55.56756757,55.445,1620.07,7.593,4.62,5.66,58,51,7
gas_11,gas_11_solo_hel,101822,PRT_percent,solo,hel,NA,64.62809917,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_solo_nit,144922,PRT_percent,solo,nit,NA,34.36241611,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_12,gas_12_comp_air,94818,PRT_percent,comp,air,NA,32.09876543,54.228,1653.012,7.13,4.63,5.66,61,58,3
gas_12,gas_12_comp_hel,111200,PRT_percent,comp,hel,NA,93.16353887,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_comp_nit,125257,PRT_percent,comp,nit,NA,67.46031746,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_air,153221,PRT_percent,solo,air,NA,67.48768473,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_hel,90835,PRT_percent,solo,hel,NA,88.44221106,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_solo_nit,103554,PRT_percent,solo,nit,NA,77.7027027,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_13,gas_13_comp_air,152808,PRT_percent,comp,air,NA,64.40677966,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_comp_hel,171657,PRT_percent,comp,hel,NA,83.82978723,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_comp_nit,162119,PRT_percent,comp,nit,NA,83.21917808,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_13,gas_13_solo_air,105234,PRT_percent,solo,air,NA,78.1512605,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_solo_hel,111302,PRT_percent,solo,hel,NA,94.9197861,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_solo_nit,102148,PRT_percent,solo,nit,NA,98.3974359,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_14,gas_14_comp_air,152808,PRT_percent,comp,air,NA,45.52238806,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_comp_hel,154017,PRT_percent,comp,hel,NA,56.07476636,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_comp_nit,114839,PRT_percent,comp,nit,NA,65.33864542,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_14,gas_14_solo_air,131718,PRT_percent,solo,air,NA,51.38539043,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_solo_hel,105012,PRT_percent,solo,hel,NA,58.53658537,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_solo_nit,94017,PRT_percent,solo,nit,NA,55.38461538,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_15,gas_15_comp_air,151007,PRT_percent,comp,air,NA,65.69767442,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_comp_hel,154017,PRT_percent,comp,hel,NA,78.67647059,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_comp_nit,162119,PRT_percent,comp,nit,NA,55.75221239,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_15,gas_15_solo_air,105650,PRT_percent,solo,air,NA,91.00817439,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_solo_hel,132922,PRT_percent,solo,hel,NA,89.94413408,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_solo_nit,140658,PRT_percent,solo,nit,NA,81.65137615,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_16,gas_16_comp_air,151007,PRT_percent,comp,air,NA,85.26912181,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_comp_hel,171657,PRT_percent,comp,hel,NA,64.2,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_comp_nit,114839,PRT_percent,comp,nit,NA,78.73462214,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_16,gas_16_solo_air,130557,PRT_percent,solo,air,NA,86.846543,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_solo_hel,150949,PRT_percent,solo,hel,NA,62.68656716,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_solo_nit,140234,PRT_percent,solo,nit,NA,66.92607004,53.521,1559.219,7.366,4.69,6.44,111,84,27
